Transaction_ID,Customer_ID,Purchase_Date,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Payment_Status,Acquisition_Channel,Customer_Segment,City,State,Gender,Age_Group
T000507,C0185,2025-02-19,Electronics,Monitor,1,199,199,Success,Facebook Ads,Returning,Pune,Maharashtra,Female,45-54
T000508,C0185,2025-03-15,Accessories,Wallet,2,2999,5998,Success,Facebook Ads,Returning,Pune,Maharashtra,Female,45-54
T000509,C0185,2025-03-16,Home & Kitchen,Pan,1,299,299,Success,Facebook Ads,Returning,Pune,Maharashtra,Female,45-54
T000510,C0185,2025-05-02,Sports,Football,1,299,299,Success,Facebook Ads,Returning,Pune,Maharashtra,Female,45-54
T000511,C0185,2025-04-15,Footwear,Boots,1,1499,1499,Success,Facebook Ads,Returning,Pune,Maharashtra,Female,45-54
T000512,C0185,2025-05-26,Electronics,Keyboard,2,1999,3998,Success,Facebook Ads,Returning,Pune,Maharashtra,Female,45-54
T000513,C0186,2025-10-24,Beauty,Perfume,1,598,598,Success,Email,New,Hyderabad,Telangana,Female,45-54
T000514,C0186,2025-11-24,Accessories,Bag,3,598,1794,Success,Email,New,Hyderabad,Telangana,Female,45-54
T000515,C0187,2025-06-25,Sports,Yoga Mat,1,2999,2999,Success,Google Ads,New,Kolkata,West Bengal,Female,18-24
T000516,C0188,2025-07-27,Sports,Yoga Mat,1,299,299,Success,Facebook Ads,New,Kolkata,West Bengal,Male,18-24
T000517,C0189,2025-03-22,Accessories,Bag,2,958,1916,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000518,C0189,2025-03-14,Grocery,Coffee,1,238,238,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000519,C0189,2025-03-24,Fashion,Dress,1,358,358,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000520,C0189,2025-05-01,Sports,Dumbbell,1,1798,1798,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000521,C0189,2025-04-24,Home & Kitchen,Mixer,1,1198,1198,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000522,C0189,2025-05-03,Beauty,Face Wash,3,1798,5394,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000523,C0189,2025-05-19,Home & Kitchen,Bottle,3,1798,5394,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000524,C0189,2025-05-17,Books,Notebook,2,1198,2396,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000525,C0189,2025-06-02,Books,Notebook,1,1798,1798,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000526,C0189,2025-06-22,Electronics,Monitor,2,2398,4796,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000527,C0189,2025-06-19,Books,Notebook,3,1198,3594,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000528,C0189,2025-07-26,Books,Novel,3,958,2874,Refunded,Email,Premium,Kolkata,West Bengal,Male,25-34
T000529,C0189,2025-07-19,Toys,Puzzle,1,3598,3598,Success,Email,Premium,Kolkata,West Bengal,Male,25-34
T000530,C0190,2025-09-13,Home & Kitchen,Bottle,3,238,714,Success,YouTube,Premium,Kolkata,West Bengal,Female,45-54
T000531,C0190,2025-09-08,Home & Kitchen,Bottle,3,5998,17994,Success,YouTube,Premium,Kolkata,West Bengal,Female,45-54
T000532,C0191,2025-01-23,Footwear,Sneakers,2,499,998,Success,YouTube,Returning,Bengaluru,Karnataka,Male,45-54
T000533,C0191,2025-01-31,Books,Novel,2,499,998,Success,YouTube,Returning,Bengaluru,Karnataka,Male,45-54
T000534,C0191,2025-02-25,Fashion,T-Shirt,3,999,2997,Success,YouTube,Returning,Bengaluru,Karnataka,Male,45-54
T000535,C0191,2025-03-14,Books,Novel,3,999,2997,Success,YouTube,Returning,Bengaluru,Karnataka,Male,45-54
T000536,C0192,2025-12-18,Sports,Football,3,5998,17994,Success,Organic Search,New,Hyderabad,Telangana,Male,45-54
T000537,C0192,2025-12-28,Footwear,Sneakers,1,5998,5998,Success,Organic Search,New,Hyderabad,Telangana,Male,45-54
T000538,C0192,2026-02-11,Toys,Puzzle,3,999,2997,Success,Organic Search,New,Hyderabad,Telangana,Male,45-54
T000539,C0193,2025-03-20,Grocery,Rice,3,1999,5997,Success,Google Ads,New,Delhi,Delhi,Female,18-24
T000540,C0194,2025-04-30,Sports,Football,3,4999,14997,Success,Google Ads,New,Mumbai,Maharashtra,Male,25-34
T000541,C0195,2025-10-17,Home & Kitchen,Mixer,1,3598,3598,Success,Organic Search,Returning,Delhi,Delhi,Male,18-24
T000542,C0195,2025-10-18,Electronics,Wireless Mouse,1,238,238,Success,Organic Search,Returning,Delhi,Delhi,Male,18-24
T000543,C0195,2025-11-28,Books,Notebook,2,3598,7196,Success,Organic Search,Returning,Delhi,Delhi,Male,18-24
T000544,C0196,2025-04-25,Beauty,Lipstick,1,1999,1999,Success,Email,Returning,Hyderabad,Telangana,Female,35-44
T000545,C0196,2025-05-24,Beauty,Face Wash,2,999,1998,Success,Email,Returning,Hyderabad,Telangana,Female,35-44
T000546,C0196,2025-05-11,Electronics,Monitor,1,1499,1499,Success,Email,Returning,Hyderabad,Telangana,Female,35-44
T000547,C0196,2025-06-08,Electronics,Headphones,2,1999,3998,Success,Email,Returning,Hyderabad,Telangana,Female,35-44
T000548,C0196,2025-07-17,Toys,Puzzle,1,4999,4999,Success,Email,Returning,Hyderabad,Telangana,Female,35-44
T000549,C0197,2025-02-11,Footwear,Sneakers,3,1999,5997,Success,Email,Returning,Hyderabad,Telangana,Male,25-34
T000550,C0197,2025-02-27,Footwear,Boots,3,199,597,Success,Email,Returning,Hyderabad,Telangana,Male,25-34
T000551,C0198,2026-01-09,Toys,Puzzle,2,299,598,Failed,Organic Search,New,Chennai,Tamil Nadu,Male,35-44
T000552,C0198,2026-01-17,Books,Novel,2,499,998,Success,Organic Search,New,Chennai,Tamil Nadu,Male,35-44
T000553,C0199,2025-12-12,Fashion,Jacket,3,238,714,Refunded,Instagram,Returning,Delhi,Delhi,Male,45-54
T000554,C0199,2025-12-30,Electronics,Keyboard,1,5998,5998,Success,Instagram,Returning,Delhi,Delhi,Male,45-54
T000555,C0199,2026-01-23,Fashion,Dress,3,4999,14997,Success,Instagram,Returning,Delhi,Delhi,Male,45-54
T000556,C0199,2026-02-09,Footwear,Sneakers,1,1499,1499,Success,Instagram,Returning,Delhi,Delhi,Male,45-54
T000557,C0199,2026-03-12,Grocery,Rice,3,299,897,Success,Instagram,Returning,Delhi,Delhi,Male,45-54
T000558,C0200,2025-06-23,Home & Kitchen,Pan,1,199,199,Success,Facebook Ads,New,Pune,Maharashtra,Female,18-24
T000559,C0200,2025-07-26,Footwear,Sneakers,3,799,2397,Success,Facebook Ads,New,Pune,Maharashtra,Female,18-24
T000560,C0201,2025-10-25,Home & Kitchen,Mixer,2,598,1196,Success,Instagram,New,Chennai,Tamil Nadu,Male,25-34
T000561,C0201,2025-12-17,Beauty,Perfume,1,5998,5998,Success,Instagram,New,Chennai,Tamil Nadu,Male,25-34
T000562,C0202,2025-09-10,Beauty,Lipstick,1,199,199,Success,Google Ads,Returning,Hyderabad,Telangana,Male,25-34
T000563,C0202,2025-09-23,Beauty,Face Wash,1,499,499,Success,Google Ads,Returning,Hyderabad,Telangana,Male,25-34
T000564,C0202,2025-10-06,Electronics,Monitor,2,1198,2396,Success,Google Ads,Returning,Hyderabad,Telangana,Male,25-34
T000565,C0202,2025-10-22,Toys,Puzzle,3,1798,5394,Success,Google Ads,Returning,Hyderabad,Telangana,Male,25-34
T000566,C0203,2025-09-24,Toys,Puzzle,3,1499,4497,Success,Facebook Ads,Returning,Pune,Maharashtra,Female,25-34
T000567,C0203,2025-10-24,Sports,Football,1,3598,3598,Success,Facebook Ads,Returning,Pune,Maharashtra,Female,25-34
T000568,C0204,2025-09-28,Accessories,Watch,3,499,1497,Success,Google Ads,New,Bengaluru,Karnataka,Male,35-44
T000569,C0205,2025-01-21,Footwear,Sneakers,2,1999,3998,Success,Google Ads,New,Hyderabad,Telangana,Female,25-34
T000570,C0206,2025-11-20,Books,Novel,2,958,1916,Success,Instagram,New,Delhi,Delhi,Female,25-34
T000571,C0207,2025-08-03,Toys,Blocks,1,1999,1999,Success,Amazon,Returning,Kolkata,West Bengal,Male,45-54
T000572,C0207,2025-08-23,Home & Kitchen,Pan,2,2999,5998,Success,Amazon,Returning,Kolkata,West Bengal,Male,45-54
T000573,C0207,2025-09-14,Toys,Blocks,2,2999,5998,Success,Amazon,Returning,Kolkata,West Bengal,Male,45-54
T000574,C0207,2025-09-23,Toys,Puzzle,1,799,799,Success,Amazon,Returning,Kolkata,West Bengal,Male,45-54
T000575,C0207,2025-10-28,Home & Kitchen,Bottle,1,3598,3598,Success,Amazon,Returning,Kolkata,West Bengal,Male,45-54
T000576,C0207,2025-10-16,Books,Novel,1,1798,1798,Success,Amazon,Returning,Kolkata,West Bengal,Male,45-54
T000577,C0207,2025-11-16,Toys,Blocks,2,5998,11996,Success,Amazon,Returning,Kolkata,West Bengal,Male,45-54
T000578,C0207,2025-11-10,Home & Kitchen,Mixer,2,598,1196,Success,Amazon,Returning,Kolkata,West Bengal,Male,45-54
T000579,C0207,2025-12-21,Home & Kitchen,Pan,3,5998,17994,Success,Amazon,Returning,Kolkata,West Bengal,Male,45-54
T000580,C0207,2025-12-25,Fashion,T-Shirt,2,238,476,Refunded,Amazon,Returning,Kolkata,West Bengal,Male,45-54
T000581,C0208,2025-07-26,Footwear,Boots,3,3598,10794,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000582,C0208,2025-07-24,Toys,Puzzle,1,1198,1198,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000583,C0208,2025-07-07,Books,Notebook,1,238,238,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000584,C0208,2025-08-29,Home & Kitchen,Bottle,1,238,238,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000585,C0208,2025-08-17,Beauty,Face Wash,2,3598,7196,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000586,C0208,2025-09-24,Grocery,Rice,2,598,1196,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000587,C0208,2025-09-11,Electronics,Keyboard,3,958,2874,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000588,C0208,2025-09-04,Books,Notebook,2,3598,7196,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000589,C0208,2025-10-25,Beauty,Lipstick,2,7197,14394,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000590,C0208,2025-10-22,Fashion,Jacket,2,4317,8634,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000591,C0208,2025-10-21,Home & Kitchen,Pan,1,7197,7197,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000592,C0208,2025-11-14,Home & Kitchen,Pan,3,2157,6471,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000593,C0208,2025-11-08,Grocery,Coffee,2,429,858,Success,Email,Premium,Kolkata,West Bengal,Male,18-24
T000594,C0209,2025-09-22,Electronics,Monitor,2,1499,2998,Success,YouTube,Returning,Chennai,Tamil Nadu,Female,25-34
T000595,C0209,2025-09-17,Beauty,Face Wash,2,299,598,Success,YouTube,Returning,Chennai,Tamil Nadu,Female,25-34
T000596,C0209,2025-10-20,Toys,Puzzle,3,238,714,Success,YouTube,Returning,Chennai,Tamil Nadu,Female,25-34
T000597,C0210,2025-06-17,Footwear,Boots,2,999,1998,Success,Organic Search,Returning,Pune,Maharashtra,Male,18-24
T000598,C0210,2025-07-16,Books,Notebook,1,299,299,Success,Organic Search,Returning,Pune,Maharashtra,Male,18-24
T000599,C0210,2025-09-01,Beauty,Perfume,3,199,597,Success,Organic Search,Returning,Pune,Maharashtra,Male,18-24
T000600,C0210,2025-09-01,Beauty,Face Wash,2,4999,9998,Success,Organic Search,Returning,Pune,Maharashtra,Male,18-24
T000601,C0211,2025-04-08,Beauty,Perfume,3,199,597,Success,Organic Search,New,Pune,Maharashtra,Male,35-44
T000602,C0212,2025-10-18,Fashion,T-Shirt,3,2398,7194,Success,Google Ads,New,Chennai,Tamil Nadu,Female,18-24
T000603,C0212,2025-11-13,Grocery,Coffee,2,1198,2396,Success,Google Ads,New,Chennai,Tamil Nadu,Female,18-24
T000604,C0213,2025-07-02,Footwear,Boots,1,358,358,Success,Google Ads,Premium,Hyderabad,Telangana,Female,18-24
T000605,C0213,2025-07-08,Sports,Dumbbell,2,238,476,Success,Google Ads,Premium,Hyderabad,Telangana,Female,18-24
T000606,C0213,2025-07-19,Fashion,Dress,1,1198,1198,Success,Google Ads,Premium,Hyderabad,Telangana,Female,18-24
T000607,C0213,2025-08-05,Books,Novel,1,1198,1198,Success,Google Ads,Premium,Hyderabad,Telangana,Female,18-24
T000608,C0213,2025-08-16,Electronics,Headphones,3,598,1794,Success,Google Ads,Premium,Hyderabad,Telangana,Female,18-24
T000609,C0213,2025-08-07,Accessories,Bag,1,358,358,Success,Google Ads,Premium,Hyderabad,Telangana,Female,18-24
T000610,C0214,2025-03-29,Sports,Dumbbell,2,999,1998,Success,Google Ads,New,Bengaluru,Karnataka,Female,45-54
T000611,C0214,2025-04-17,Books,Notebook,1,199,199,Success,Google Ads,New,Bengaluru,Karnataka,Female,45-54
T000612,C0215,2025-03-23,Home & Kitchen,Bottle,2,499,998,Success,Facebook Ads,New,Kolkata,West Bengal,Female,45-54
T000613,C0216,2025-12-18,Home & Kitchen,Pan,3,1198,3594,Success,YouTube,New,Bengaluru,Karnataka,Female,18-24
T000614,C0216,2026-02-01,Beauty,Lipstick,1,199,199,Success,YouTube,New,Bengaluru,Karnataka,Female,18-24
T000615,C0217,2025-11-07,Toys,Puzzle,2,958,1916,Success,Facebook Ads,New,Chennai,Tamil Nadu,Female,35-44
T000616,C0218,2025-04-14,Books,Novel,1,499,499,Success,Email,New,Hyderabad,Telangana,Male,25-34
T000617,C0218,2025-05-24,Home & Kitchen,Bottle,1,1999,1999,Success,Email,New,Hyderabad,Telangana,Male,25-34
T000618,C0218,2025-06-28,Electronics,Monitor,3,999,2997,Refunded,Email,New,Hyderabad,Telangana,Male,25-34
T000619,C0219,2025-11-03,Fashion,Jacket,1,5998,5998,Success,Facebook Ads,New,Chennai,Tamil Nadu,Male,18-24
T000620,C0220,2025-06-24,Grocery,Coffee,2,299,598,Success,Instagram,New,Mumbai,Maharashtra,Male,45-54
T000621,C0220,2025-08-01,Sports,Dumbbell,1,999,999,Success,Instagram,New,Mumbai,Maharashtra,Male,45-54
T000622,C0220,2025-08-27,Footwear,Sneakers,1,799,799,Success,Instagram,New,Mumbai,Maharashtra,Male,45-54
T000623,C0221,2025-05-31,Sports,Yoga Mat,3,499,1497,Success,YouTube,New,Kolkata,West Bengal,Male,35-44
T000624,C0222,2025-03-07,Home & Kitchen,Mixer,1,999,999,Success,Instagram,Returning,Mumbai,Maharashtra,Male,25-34
T000625,C0222,2025-03-06,Grocery,Coffee,1,2999,2999,Success,Instagram,Returning,Mumbai,Maharashtra,Male,25-34
T000626,C0222,2025-04-18,Books,Novel,2,299,598,Success,Instagram,Returning,Mumbai,Maharashtra,Male,25-34
T000627,C0222,2025-04-26,Toys,Puzzle,1,299,299,Success,Instagram,Returning,Mumbai,Maharashtra,Male,25-34
T000628,C0223,2025-12-25,Sports,Yoga Mat,2,717,1434,Success,Organic Search,Premium,Pune,Maharashtra,Male,25-34
T000629,C0223,2025-12-25,Electronics,Keyboard,1,1437,1437,Failed,Organic Search,Premium,Pune,Maharashtra,Male,25-34
T000630,C0223,2025-12-13,Accessories,Watch,1,285,285,Success,Organic Search,Premium,Pune,Maharashtra,Male,25-34
T000631,C0223,2026-01-18,Electronics,Wireless Mouse,3,358,1074,Success,Organic Search,Premium,Pune,Maharashtra,Male,25-34
T000632,C0223,2026-01-16,Books,Novel,3,598,1794,Success,Organic Search,Premium,Pune,Maharashtra,Male,25-34
T000633,C0223,2026-02-03,Accessories,Wallet,3,3598,10794,Refunded,Organic Search,Premium,Pune,Maharashtra,Male,25-34
T000634,C0223,2026-02-13,Books,Novel,2,3598,7196,Success,Organic Search,Premium,Pune,Maharashtra,Male,25-34
T000635,C0223,2026-03-14,Books,Notebook,1,598,598,Success,Organic Search,Premium,Pune,Maharashtra,Male,25-34
T000636,C0223,2026-03-23,Home & Kitchen,Bottle,3,2398,7194,Success,Organic Search,Premium,Pune,Maharashtra,Male,25-34
T000637,C0223,2026-03-03,Beauty,Perfume,3,5998,17994,Success,Organic Search,Premium,Pune,Maharashtra,Male,25-34
T000638,C0224,2025-04-26,Accessories,Wallet,1,2999,2999,Success,Instagram,New,Hyderabad,Telangana,Male,25-34
T000639,C0225,2025-08-25,Footwear,Boots,1,598,598,Success,Amazon,Premium,Pune,Maharashtra,Male,25-34
T000640,C0225,2025-09-05,Home & Kitchen,Pan,1,5998,5998,Success,Amazon,Premium,Pune,Maharashtra,Male,25-34
T000641,C0225,2025-08-24,Electronics,Monitor,1,1198,1198,Success,Amazon,Premium,Pune,Maharashtra,Male,25-34
T000642,C0225,2025-10-02,Beauty,Lipstick,2,717,1434,Success,Amazon,Premium,Pune,Maharashtra,Male,25-34
T000643,C0225,2025-09-21,Beauty,Perfume,1,958,958,Success,Amazon,Premium,Pune,Maharashtra,Male,25-34
T000644,C0225,2025-09-19,Home & Kitchen,Bottle,2,2398,4796,Success,Amazon,Premium,Pune,Maharashtra,Male,25-34
T000645,C0225,2025-10-24,Fashion,Jacket,3,1437,4311,Success,Amazon,Premium,Pune,Maharashtra,Male,25-34
T000646,C0225,2025-11-04,Fashion,Dress,2,429,858,Success,Amazon,Premium,Pune,Maharashtra,Male,25-34
T000647,C0226,2025-01-18,Books,Notebook,3,4999,14997,Success,Google Ads,New,Bengaluru,Karnataka,Male,35-44
T000648,C0227,2025-12-25,Toys,Blocks,3,358,1074,Success,Facebook Ads,New,Mumbai,Maharashtra,Male,45-54
T000649,C0228,2025-12-03,Fashion,Jeans,3,2877,8631,Refunded,Amazon,Premium,Hyderabad,Telangana,Female,25-34
T000650,C0228,2025-12-12,Beauty,Face Wash,3,2877,8631,Refunded,Amazon,Premium,Hyderabad,Telangana,Female,25-34
T000651,C0228,2026-01-17,Footwear,Sneakers,2,358,716,Success,Amazon,Premium,Hyderabad,Telangana,Female,25-34
T000652,C0228,2026-01-19,Sports,Dumbbell,3,1798,5394,Success,Amazon,Premium,Hyderabad,Telangana,Female,25-34
T000653,C0229,2025-11-07,Grocery,Rice,3,958,2874,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Female,18-24
T000654,C0229,2025-11-25,Grocery,Tea,1,3598,3598,Refunded,Facebook Ads,Returning,Mumbai,Maharashtra,Female,18-24
T000655,C0230,2025-01-22,Books,Novel,3,199,597,Success,Google Ads,New,Delhi,Delhi,Female,18-24
T000656,C0230,2025-02-17,Fashion,Jeans,1,1499,1499,Refunded,Google Ads,New,Delhi,Delhi,Female,18-24
T000657,C0231,2025-12-31,Accessories,Bag,1,598,598,Success,Facebook Ads,Returning,Bengaluru,Karnataka,Male,45-54
T000658,C0231,2026-01-04,Footwear,Sneakers,2,1999,3998,Success,Facebook Ads,Returning,Bengaluru,Karnataka,Male,45-54
T000659,C0231,2026-01-25,Grocery,Tea,1,2999,2999,Success,Facebook Ads,Returning,Bengaluru,Karnataka,Male,45-54
T000660,C0231,2026-01-19,Books,Novel,2,299,598,Success,Facebook Ads,Returning,Bengaluru,Karnataka,Male,45-54
T000661,C0232,2025-09-22,Sports,Dumbbell,2,199,398,Success,Instagram,New,Pune,Maharashtra,Female,18-24
T000662,C0232,2025-10-28,Footwear,Boots,3,958,2874,Success,Instagram,New,Pune,Maharashtra,Female,18-24
T000663,C0233,2025-01-17,Accessories,Wallet,2,799,1598,Success,Email,New,Hyderabad,Telangana,Male,35-44
T000664,C0234,2025-03-29,Home & Kitchen,Pan,2,2999,5998,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000665,C0234,2025-03-09,Beauty,Face Wash,2,799,1598,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000666,C0234,2025-04-22,Toys,Blocks,3,4999,14997,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000667,C0234,2025-04-11,Electronics,Wireless Mouse,2,1999,3998,Refunded,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000668,C0234,2025-05-09,Grocery,Coffee,2,999,1998,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000669,C0234,2025-05-10,Toys,Blocks,1,999,999,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000670,C0234,2025-06-20,Fashion,Jacket,2,499,998,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000671,C0234,2025-06-22,Grocery,Coffee,1,299,299,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000672,C0234,2025-07-21,Beauty,Perfume,3,199,597,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000673,C0234,2025-07-15,Books,Novel,3,4999,14997,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000674,C0234,2025-08-30,Beauty,Perfume,2,499,998,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000675,C0234,2025-08-29,Footwear,Boots,2,1499,2998,Success,Facebook Ads,Returning,Mumbai,Maharashtra,Male,45-54
T000676,C0235,2025-07-10,Toys,Puzzle,2,199,398,Success,Amazon,New,Delhi,Delhi,Female,18-24
T000677,C0236,2025-10-27,Home & Kitchen,Mixer,2,1798,3596,Refunded,YouTube,New,Mumbai,Maharashtra,Male,25-34
T000678,C0237,2025-06-07,Fashion,Jeans,2,1999,3998,Success,YouTube,New,Pune,Maharashtra,Female,25-34
T000679,C0238,2025-10-13,Beauty,Face Wash,3,3598,10794,Success,Instagram,New,Kolkata,West Bengal,Male,45-54
T000680,C0238,2025-11-01,Electronics,Wireless Mouse,3,2398,7194,Success,Instagram,New,Kolkata,West Bengal,Male,45-54
T000681,C0239,2026-01-06,Fashion,Dress,3,1999,5997,Refunded,Facebook Ads,New,Kolkata,West Bengal,Female,18-24
T000682,C0240,2025-04-26,Beauty,Perfume,2,799,1598,Success,YouTube,New,Chennai,Tamil Nadu,Male,35-44
T000683,C0241,2025-01-12,Toys,Puzzle,1,1499,1499,Success,Facebook Ads,New,Bengaluru,Karnataka,Female,45-54
T000684,C0242,2025-04-23,Fashion,Jeans,3,499,1497,Success,Instagram,New,Hyderabad,Telangana,Male,35-44
T000685,C0242,2025-05-24,Electronics,Wireless Mouse,3,299,897,Success,Instagram,New,Hyderabad,Telangana,Male,35-44
T000686,C0242,2025-06-28,Electronics,Monitor,1,4999,4999,Success,Instagram,New,Hyderabad,Telangana,Male,35-44
T000687,C0243,2025-10-27,Fashion,T-Shirt,1,5998,5998,Success,Google Ads,New,Pune,Maharashtra,Male,35-44
T000688,C0244,2025-11-23,Sports,Dumbbell,2,598,1196,Success,YouTube,New,Delhi,Delhi,Male,25-34
T000689,C0245,2025-07-09,Beauty,Perfume,1,4999,4999,Success,Organic Search,New,Pune,Maharashtra,Female,45-54
T000690,C0246,2025-03-10,Electronics,Wireless Mouse,3,499,1497,Success,Organic Search,New,Chennai,Tamil Nadu,Female,35-44
T000691,C0247,2025-03-02,Electronics,Keyboard,3,799,2397,Success,Facebook Ads,Returning,Hyderabad,Telangana,Male,18-24
T000692,C0247,2025-03-17,Footwear,Sneakers,3,4999,14997,Success,Facebook Ads,Returning,Hyderabad,Telangana,Male,18-24
T000693,C0247,2025-04-30,Home & Kitchen,Pan,1,499,499,Success,Facebook Ads,Returning,Hyderabad,Telangana,Male,18-24
T000694,C0247,2025-04-25,Grocery,Rice,1,2999,2999,Success,Facebook Ads,Returning,Hyderabad,Telangana,Male,18-24
T000695,C0247,2025-06-02,Accessories,Wallet,2,799,1598,Success,Facebook Ads,Returning,Hyderabad,Telangana,Male,18-24
T000696,C0247,2025-05-22,Home & Kitchen,Mixer,3,499,1497,Success,Facebook Ads,Returning,Hyderabad,Telangana,Male,18-24
T000697,C0248,2025-09-06,Home & Kitchen,Mixer,2,799,1598,Success,Instagram,New,Mumbai,Maharashtra,Female,45-54
T000698,C0249,2025-02-11,Electronics,Headphones,3,2999,8997,Refunded,Instagram,Returning,Mumbai,Maharashtra,Male,18-24
T000699,C0249,2025-02-14,Beauty,Face Wash,3,999,2997,Success,Instagram,Returning,Mumbai,Maharashtra,Male,18-24
T000700,C0249,2025-03-20,Beauty,Lipstick,3,1499,4497,Success,Instagram,Returning,Mumbai,Maharashtra,Male,18-24
T000701,C0249,2025-03-24,Books,Novel,2,2999,5998,Success,Instagram,Returning,Mumbai,Maharashtra,Male,18-24
T000702,C0249,2025-04-23,Footwear,Boots,2,299,598,Failed,Instagram,Returning,Mumbai,Maharashtra,Male,18-24
T000703,C0249,2025-04-28,Electronics,Keyboard,3,499,1497,Success,Instagram,Returning,Mumbai,Maharashtra,Male,18-24
T000704,C0250,2025-06-09,Fashion,T-Shirt,2,799,1598,Success,YouTube,New,Pune,Maharashtra,Male,25-34
T000705,C0250,2025-07-16,Toys,Puzzle,3,1499,4497,Success,YouTube,New,Pune,Maharashtra,Male,25-34
T000706,C0250,2025-08-16,Sports,Dumbbell,1,199,199,Success,YouTube,New,Pune,Maharashtra,Male,25-34
T000707,C0251,2025-06-25,Footwear,Sneakers,2,1499,2998,Success,Amazon,Returning,Delhi,Delhi,Female,25-34
T000708,C0252,2025-11-24,Beauty,Lipstick,3,2398,7194,Success,Instagram,Returning,Chennai,Tamil Nadu,Male,35-44
T000709,C0252,2025-11-28,Beauty,Perfume,2,958,1916,Success,Instagram,Returning,Chennai,Tamil Nadu,Male,35-44
T000710,C0252,2025-12-20,Accessories,Wallet,1,358,358,Success,Instagram,Returning,Chennai,Tamil Nadu,Male,35-44
T000711,C0252,2025-12-06,Grocery,Coffee,1,598,598,Success,Instagram,Returning,Chennai,Tamil Nadu,Male,35-44
T000712,C0253,2025-09-05,Home & Kitchen,Pan,2,499,998,Success,Google Ads,Returning,Delhi,Delhi,Male,18-24
T000713,C0253,2025-08-18,Footwear,Sneakers,3,2999,8997,Success,Google Ads,Returning,Delhi,Delhi,Male,18-24
T000714,C0253,2025-09-22,Accessories,Wallet,3,2999,8997,Success,Google Ads,Returning,Delhi,Delhi,Male,18-24
T000715,C0254,2025-05-18,Accessories,Bag,3,4999,14997,Success,Amazon,Returning,Hyderabad,Telangana,Female,18-24
T000716,C0254,2025-05-24,Accessories,Watch,2,199,398,Failed,Amazon,Returning,Hyderabad,Telangana,Female,18-24
T000717,C0254,2025-06-14,Accessories,Watch,3,999,2997,Success,Amazon,Returning,Hyderabad,Telangana,Female,18-24
T000718,C0254,2025-06-22,Books,Novel,1,2999,2999,Success,Amazon,Returning,Hyderabad,Telangana,Female,18-24
T000719,C0254,2025-07-29,Sports,Football,1,999,999,Success,Amazon,Returning,Hyderabad,Telangana,Female,18-24
T000720,C0254,2025-08-08,Accessories,Wallet,1,4999,4999,Success,Amazon,Returning,Hyderabad,Telangana,Female,18-24
T000721,C0255,2025-09-19,Grocery,Rice,1,2998,2998,Success,Facebook Ads,VIP,Bengaluru,Karnataka,Female,35-44
T000722,C0255,2025-10-05,Home & Kitchen,Mixer,2,537,1074,Refunded,Facebook Ads,VIP,Bengaluru,Karnataka,Female,35-44
T000723,C0255,2025-09-23,Footwear,Sneakers,1,1498,1498,Success,Facebook Ads,VIP,Bengaluru,Karnataka,Female,35-44
T000724,C0255,2025-10-31,Accessories,Watch,3,1797,5391,Success,Facebook Ads,VIP,Bengaluru,Karnataka,Female,35-44
